,tweet
176,#Russia staged the #genocide of Ukrainians.  How did #Germany do it to the #Jews.  The world needs to see it. 🙏🇺🇦   #StopRussia #Ukraine️ #Putin #UkraineUnderAttaсk #RussiaUkraineWar #RussianWarCrimes  https://t.co/exGJXLPoeX
177,"Russia's Submarines Are Bigger Than Ours, But When the Launch Doors Open It's Immediately Clear That Size Doesn't Matter via  WestJournalism  https://t.co/h4bwglR626"
178,"It’s time not only to #EndPutin, but also to #EndRussia! There’s absolutely no place in this world for this country anymore. The future and the free world will accept Russia no more. Whatever takes its place, but Russia is finished."
179, IAPonomarenko Vladimir Putin will pay an expensive price. he and his people. The people of Russia will pay a very high price. The Russians are criminals. They deserve to be Humiliated.
180,Lies from #Russia! Poor #Marianna having to play-act a completely illogical story ab. her traumatic escape from #RussianArmy's bombing of her #maternityWard ! Russians continue to commit #WarCrimesinUkraine  They will be investigated!  CIJ_ICJ   amnesty  BEWARE  mission_russian !
181, k_sonin  doxa_journal Russia has lost the plot.
182," Allianz  antonioguterres  UN Stop funding Russia's war against Ukraine! Right now, Russia is killing Ukrainian civilians with fascist methods. Putin is Hitler, stop cooperation!"
183, spriter99880 Russia will lose everything if it doesn't crush Ukraine and bring them on their knees these videos of generosity won't work in west they will still demonize Russia for eternity so it is time putin doesn't show weakness he knows west wants to destroy Russia
184,"They are old, young, local, foreign, often new to war. Thousands have volunteered to join Ukraine forces and resist Russia's invasion. See their stories here.  https://t.co/zG8qZvwmz8"
185,"They are old, young, local, foreign, often new to war. Thousands have volunteered to join Ukraine forces and resist Russia's invasion. See their stories here.  https://t.co/VkgstqXjw7"
186," DIYKitAnamnesis  AlanSyson  ClarkeMicah if that's true, why didn't Russia take the Donbass then? Why wait 8 years for the Ukr Army to reorganise, re-equip, Nato weapons and training etc."
187,"Like it or not, ending war in Ukraine requires a compromise with Russia  https://t.co/KbvxW5xto2"
188," AGCS_Insurance  Allianz Stop funding Russia's war against Ukraine! Right now, Russia is killing Ukrainian civilians with fascist methods. Putin is Hitler, stop cooperation!"
189,"Lithuania has stopped importing natural gas from Russia as of April and will be able to rely instead on deliveries from other countries to meet its energy needs, the country’s president announced, saying the move was an example for other EU members.  https://t.co/WMJPaYayZc"
190,"The head of Russia's space program said Saturday that the future of the International Space Station hangs in the balance after the United States, the European Union, and Canadian space agencies missed a deadline to meet Russian.    https://t.co/DwLF2EbEV0"
191, HillelNeuer If the U.N. Human Rights Council does not kick Russia out it will have lost all credibility...
192," mfa_russia  RusEmbUSA  RussianEmbassy  RusEmbIndia  EmbassyofRussia  mission_russian  RusBotschaft  rusembassynl  Dpol_un  Amb_Ulyanov  A__Alimov who sold who, genocide on brother nations?"
193, ACTBrigitte Were you in Russia?
194," ivuh1712  renkovpavel Russia 12th richest country in the world, 14% of people live with - 10000 rubles / month, average net salary in Russia 365 €, 60% of national wealth belongs to 1% of Russians, life expectancy 72 years and Putin has minimum 40 billion lol MAFIA !"
195," dpeleschuk  hacks4pancakes I cannot foresee how Russia can be part of the international community—with Putin at the helm. They must be cut off from the world, forever, until he is gone.   They must be removed from the UNSC, today."
196, Caucasuswar  KremlinRussia you responsible for this! and Russia never be a happy after all!
197," Allianz Stop funding Russia's war against Ukraine! Right now, Russia is killing Ukrainian civilians with fascist methods. Putin is Hitler, stop cooperation!"
198,No nice little treaties to ensure the flow of oil and gas. No polite assurances of regime continuity. No balking at letting other sovereign nations join whichever strategic alliances they damn well please.  Russia’s interests are forfeit.  #StandWithUkraine 🇺🇦
199,"An unfortunate effect of the Russian massacres of civilians is that it will brutalize the war. Ukrainian soldiers will be more likely to view Russian soldiers as vermin instead of humans, and less likely to let Russian soldiers surrender.  It's possible that was Russia's intent."
200,"Russia’s voting rights in the UN Security Council needs to be revoked. When not, the institution violates its charter and looses its legitimacy and credibility. #Rutte, #un, #biden, #putin #ukraine"
201," _Plac3_hold3r  saiint  CredibleWhite  Osinttechnical  jmvasquez1974 Did Russia use technicals in  Moldova? Georgia Syria? No, because they didn't have to. Doesn't seem to be having any improvements on their ground game. Still get kicked out of Kyiv and if the game now is to hunker down and hold Donbass I don't see how these help."
202, RusEmbUSA  ArcticCouncil  mfa_russia  Newsweek No one believes Russia.  https://t.co/qkJl1MRKhn
203," KarabellaM  touch_dawn  IAPonomarenko Listening to some vox pop in Russia, I’ll be a little cautious about exonerating the Russian people, even if they are batshit endoctrinated by the Kremlin."
204, arkansas_travel  broseph_stalin  ChrisToland68  RedrichLFC Nothing wrong with Russia as a country. Putin's regime is the problem.
205," DefenceU  Kateryna_Kruk Once associated with the Third Rome, Russia has revealed by its works to be a New Edom.   Obadiah 1:12 Do not gloat over the day of your brother, the day of his disaster...  1:13 Do not lay hands upon his possessions on the day of his calamity!"
206," MarshaBlackburn Why not just ban creativity and controversial ideas outright? That way we could be more like Putin's Russia, don't you think, Ms Blackburn?"
207," McFaul Any land granted Russia will guarantee their further aggression and war crimes. The West shouldn't lift any sanctions in that scenario. In fact, we should strengthen  ZelenskyyUa's hand by enabling him to repel the Russians. China is watching. So is India."
208, IlvesToomas I was under no such delusions. I have always been aware that the atrocities that Russia did were worse than the Nazis. I knew what Putin meant when he wanted to denazify Ukraine.
209, Schuldensuehner  BILD Are they sponsored by Russia?
210," Bigfoot12121  TrentCapelli Pretty close though ...   ""They're our next-door neighbors, and you can actually see Russia from land here in Alaska, from an island in Alaska."""
211,Ukraine war become war between Putin Vs Biden ?   US can support Ukraine but  China cannot support Russia??   🤣
212," AZRetirees  joncoopertweets LOL, ""Russia Collusion"" is your standard response to everything; even things that have absolutely nothing to do with Russian Collusion...You know, like Tucker siding with Russia in their attack against Ukraine!"
213," KSergatskova US, England, Israel and China are ahead of Russia’s army, however Ukraine is doing great"
214,She didn’t walk over to Russia yet? If she can see it from her house she could just leave (and should)
215,Russia calls Soviet invasion of Poland in 1939 a ‘march of liberation’  https://t.co/eQb6IONAj7
216," JuliaDavisNews Bomb Russia back Ukraine. F*ck Putin, time to learn a lesson."
217, jimsciutto  Its_A_GOP_COUP They better hurry up. Russia is butchering Ukraine.
218,Dear #VladtheMad #VladtheBad  #PutinIsaWarCriminal #PutinWarCrimes. Day 37 into Day 38. Ukraine still stands. In spite of your efforts to raze it. Your strategy failed You have weakened Russia on an international scale. Let's discuss at the #Hague. Soon. The #EuropeanUnion
219," StiofainR  OFarrell86  EamonMelia Of course I am, I disagree with a lot of the behaviours of our government and especially the EU in this situation and many others. I'm glad we're still willing to trade for essential resources with Russia at least."
220, AngieSkys They are trying to impose this vision to create a bad image of Russia.
221, RusAmbCambodia Just like the “humanitarian aid” Russia dropped in 🇫🇮 in 1939-40?  https://t.co/c4yGeSwncr
222, IlvesToomas And all Russian citizens unless they publicly and repeatedly condem everything that Russia represents
223, montie Any views on how India is dealing with Russia at the moment?
224," wwwojtekk Let's be fair, we can't call it bias anymore. It's more like a survival instinct. A social reflex that has been nurtured by numerous historic events. It's something unique to us and some CEE countries. The West will never understand Russia as we do."
225, JoJorgeCouto Putin is a cancer to the world.  Russia need to overthrow him ASAP. Stand with  ukraine! #StandWithUkraine
226," Michael_Youhana  lionel_trolling …after all, if the war between Russia and Ukraine persists, even amid declining tensions between Russia and the West, there is a risk of escalations within that conflict leading to wider loss of life/and across-the-board escalation in tensions"
227," erinnyc  SquidDiddly1989 You misunderstand. The sanctions apply to anyone who wants to do business with the USA. That's how sanctions work.  USA applies sanctions on Russia. USA says anyone who does business with the USA must comply, or USA will penalize them. So it applies to the whole world."
228, sundersays Putin a criminal!  Russia do you support that? Stand with  ukraine! #StandWithUkraine
229,"What will be left of Russia after this? Should we be worried about a power vacuum, or will it all just become Ukraine?"
230," JuliusBernotas  kamilkazani Moses did not wander in the desert for 40 years because he was disoriented. It took 40 years to change generation, so no-one would remember the old life in Egypt. The old Biblical story is still valid, Russia will need much more that 20 years to change."
231,"""The Bank of Russia’s move to link the ruble to gold and link commodity payments to the ruble is a paradigm shift that the Western media has not really yet grasped. As the dominos fall, these events could reverberate in different ways..."""
